Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
6,49,Yes,8,8,69.7
4,70,No,6,5,54.5
8,84,Yes,5,0,73.9
9,61,Yes,9,9,88.9
1,62,Yes,5,5,52.8
4,91,No,4,7,66.7
4,62,No,4,6,50.0
2,54,No,5,7,57.9
6,65,Yes,8,7,73.6
3,42,No,6,8,47.8
7,62,Yes,4,2,58.9
5,59,No,9,6,73.7
4,84,No,4,5,75.1
5,79,No,9,1,60.7
8,96,No,6,4,82.4
3,78,Yes,4,2,56.3
7,95,No,8,4,73.2
6,47,Yes,9,8,69.7
1,57,Yes,4,7,58.8
7,80,Yes,4,8,79.9
7,45,No,5,8,72.3
1,66,No,8,7,55.6
9,75,Yes,8,7,79.9
6,54,No,5,5,65.1
2,76,Yes,9,5,62.2
5,97,No,7,5,84.0
4,44,No,6,9,59.6
7,78,Yes,8,5,80.7
8,48,No,7,8,76.1
1,46,Yes,9,9,58.3
5,80,Yes,6,0,52.8
3,59,No,8,9,69.4
1,49,No,4,5,38.9
3,65,No,8,7,62.6
6,43,Yes,6,0,52.3
7,77,No,7,5,80.3
8,63,No,4,8,80.5
4,53,No,6,5,57.5
3,80,No,9,1,49.3
5,40,Yes,6,0,45.1
9,56,No,8,3,67.2
6,84,Yes,9,5,82.0
9,63,No,5,9,81.2
6,66,No,5,9,83.1
2,46,No,4,8,40.6
5,48,Yes,6,4,56.8
9,82,Yes,7,6,90.4
8,74,No,4,5,71.3
7,97,Yes,9,5,89.7
1,51,Yes,4,8,59.6
4,60,No,8,4,59.8
7,42,No,9,1,64.4
7,54,No,7,7,68.3
6,60,No,6,2,61.9
8,49,No,9,8,73.0
6,72,No,6,4,62.4
3,85,Yes,6,0,47.6
4,98,No,4,3,59.9
3,91,No,8,8,75.2
1,45,No,4,0,35.2
5,41,No,5,7,54.8
1,68,Yes,5,7,56.4
1,94,Yes,6,8,74.8
2,79,Yes,8,8,68.0
4,72,No,9,5,61.4
6,43,No,6,4,50.9
8,98,Yes,9,6,100.0
3,43,Yes,6,8,56.4
1,68,No,4,4,45.4
3,76,No,6,2,49.4
3,99,No,6,8,81.8
5,99,No,8,9,96.3
4,59,No,8,0,50.5
4,80,Yes,9,0,67.1
9,62,No,8,9,83.1
7,84,Yes,6,3,82.5
4,57,No,8,1,53.7
3,88,Yes,8,6,66.5
6,64,Yes,7,1,64.4
3,40,Yes,7,6,54.2
6,93,No,5,7,80.6
9,54,No,4,7,75.6
6,73,No,4,2,60.0
4,87,Yes,8,8,78.9
5,59,Yes,5,9,70.8
6,93,No,5,9,82.0
3,76,Yes,9,9,72.2
8,66,Yes,7,5,83.5
4,61,Yes,5,3,52.0
8,90,Yes,6,7,89.2
3,44,No,9,3,45.2
7,73,Yes,8,3,70.3
9,78,No,6,7,93.4
4,42,Yes,4,3,38.6
8,56,Yes,7,0,65.9
3,63,No,6,5,54.0
7,63,Yes,8,7,81.1
3,42,No,6,2,39.4
7,84,No,6,1,71.6
6,46,No,5,5,58.3
2,64,No,7,0,46.0
3,95,No,4,4,71.2
6,42,No,8,5,50.5
4,54,No,9,7,63.5
6,68,Yes,9,6,71.7
1,89,No,8,5,57.5
1,68,Yes,4,1,36.9
3,49,Yes,8,7,57.6
8,71,Yes,5,7,86.5
8,62,No,9,4,72.4
4,78,No,9,2,64.4
6,48,Yes,6,7,70.7
8,76,No,5,4,69.6
7,91,Yes,9,2,77.4
7,79,Yes,5,8,82.6
4,53,Yes,5,8,52.7
9,43,No,4,6,76.7
6,59,Yes,9,7,75.1
3,67,No,7,4,58.6
5,53,Yes,4,4,54.7
5,83,No,4,4,67.9
5,73,Yes,5,1,58.3
8,52,No,7,2,66.1
9,70,Yes,4,7,89.0
9,72,No,7,5,69.8
6,91,No,9,8,90.2
6,78,No,5,6,69.1
9,67,Yes,4,5,71.8
4,64,Yes,7,3,51.9
6,71,Yes,8,6,76.9
4,48,No,4,3,46.6
1,67,No,4,6,45.2
7,97,Yes,4,4,74.0
6,70,Yes,7,1,65.1
9,56,No,6,6,75.2
7,92,Yes,9,7,94.8
7,62,No,4,9,76.7
2,52,No,8,1,47.6
9,94,No,8,5,94.5
9,49,Yes,5,3,59.4
6,55,No,6,4,60.0
3,45,Yes,6,0,45.5
1,87,No,7,5,63.0
4,50,Yes,5,7,70.6
3,97,Yes,7,1,69.2
1,91,No,5,0,40.7
3,42,No,9,8,48.9
4,67,No,6,1,52.1
8,80,No,9,7,88.3
9,54,Yes,7,4,71.9
3,99,Yes,5,1,66.4
6,52,Yes,6,4,49.2
5,81,Yes,6,8,75.6
6,91,Yes,4,5,65.0
4,95,No,7,2,62.7
6,84,No,4,7,72.9
7,56,Yes,6,0,64.2
9,46,No,7,8,70.3
7,67,No,7,8,77.1
6,77,No,9,3,68.7
1,52,No,8,7,49.7
2,99,No,5,2,56.2
1,56,No,8,5,46.6
9,54,Yes,8,9,82.8
9,75,No,6,9,90.3
7,67,No,9,7,84.3
2,54,Yes,5,8,55.3
6,85,Yes,8,7,94.0
4,92,Yes,8,8,82.2
1,50,No,7,3,44.0
1,95,Yes,6,9,67.7
5,70,No,8,0,56.9
2,43,Yes,5,6,45.1
4,74,No,4,9,61.5
1,73,No,4,3,40.9
4,91,Yes,6,0,64.2
6,66,No,4,2,63.8
4,49,No,7,6,58.9
1,69,No,7,2,47.3
7,84,No,5,0,61.3
2,59,Yes,9,6,61.5
9,68,Yes,6,7,81.5
3,97,Yes,6,4,63.4
8,92,No,4,5,76.3
8,68,Yes,8,2,73.6
3,62,Yes,8,4,55.6
4,96,No,9,2,71.3
2,89,Yes,8,1,57.7
4,60,Yes,9,6,67.9
9,87,Yes,5,9,93.2
2,82,No,6,6,60.6
3,49,Yes,4,7,48.2
4,80,Yes,5,0,63.7
5,51,Yes,7,1,45.2
1,69,No,7,1,56.0
7,90,No,7,2,77.4
7,72,Yes,9,6,74.0
9,57,Yes,9,6,83.3
4,53,Yes,6,6,60.3
6,61,No,7,0,63.4
2,60,No,9,1,39.8
4,40,Yes,9,7,53.8
2,88,Yes,8,8,74.9
5,82,No,9,9,82.8
7,91,No,7,6,90.7
1,99,Yes,5,0,48.6
7,54,No,7,3,57.2
6,75,Yes,8,9,93.4
6,86,Yes,7,7,82.7
8,93,No,4,4,75.5
8,61,Yes,8,0,70.9
6,71,Yes,6,6,63.1
3,97,Yes,7,5,74.7
5,85,Yes,9,8,80.8
2,93,Yes,5,3,58.2
5,72,Yes,7,3,72.3
9,97,Yes,5,7,96.9
1,80,No,4,3,41.9
5,98,No,6,2,70.0
6,78,Yes,9,6,81.3
7,62,No,8,4,68.0
9,82,Yes,8,8,90.5
6,94,Yes,6,4,79.7
5,41,No,4,8,59.4
7,41,Yes,4,5,62.2
1,77,Yes,7,5,54.2
5,94,No,4,5,70.3
2,90,No,7,6,54.5
4,68,No,5,3,62.7
7,91,No,6,3,72.9
5,85,No,5,8,72.4
6,99,No,5,6,73.5
2,42,Yes,5,9,56.6
3,78,No,5,5,64.3
7,46,No,8,0,52.1
2,75,Yes,4,6,52.3
6,68,Yes,6,5,70.3
5,94,No,6,3,68.5
1,76,Yes,9,7,68.1
4,88,Yes,5,6,71.0
2,97,Yes,6,7,70.8
4,75,Yes,7,8,76.9
1,62,Yes,6,0,32.4
2,84,Yes,5,2,53.5
8,55,Yes,6,1,65.0
6,87,No,4,2,63.7
2,70,Yes,5,1,48.9
6,73,No,8,5,73.3
9,89,Yes,4,8,96.5
7,40,Yes,6,1,53.1
9,57,No,8,3,62.1
5,97,Yes,9,4,73.1
7,79,Yes,4,4,75.4
7,82,No,9,0,71.7
3,95,Yes,7,5,70.9
7,95,Yes,4,4,78.7
1,54,No,8,5,43.9
9,87,No,9,3,82.6
6,88,Yes,7,5,77.0
5,56,No,9,8,68.0
7,83,Yes,6,0,70.3
5,49,Yes,5,5,57.2
5,59,No,9,0,53.0
7,45,No,6,6,67.0
7,47,No,5,3,61.1
3,84,No,5,5,68.3
3,73,Yes,8,6,65.8
3,71,No,7,4,54.8
6,90,No,7,8,83.2
6,93,Yes,4,7,78.5
3,81,Yes,6,2,58.8
3,43,Yes,8,0,44.7
8,83,Yes,9,9,96.2
8,89,Yes,6,7,88.8
7,78,Yes,9,3,81.4
4,59,Yes,9,6,74.5
4,63,Yes,9,3,58.2
3,63,Yes,4,6,58.4
5,94,No,4,0,60.1
3,65,No,8,0,44.3
8,64,Yes,4,1,61.0
7,75,No,8,4,72.5
3,46,Yes,4,9,63.8
9,49,Yes,7,5,79.4
5,97,Yes,8,1,68.8
9,86,Yes,7,0,82.1
7,51,No,7,8,66.5
7,40,No,8,6,61.4
6,91,Yes,6,7,90.0
2,89,No,5,5,70.0
9,64,No,4,8,69.6
6,55,Yes,9,7,73.7
8,44,Yes,4,3,62.6
1,58,No,9,4,46.8
5,43,No,6,1,46.4
1,45,Yes,5,0,30.0
8,65,Yes,6,5,79.1
8,88,No,5,2,73.0
1,78,Yes,8,3,58.5
9,95,Yes,8,0,89.4
2,94,Yes,9,5,75.3
9,78,No,7,7,86.3
1,48,No,7,9,39.9
9,84,Yes,9,3,90.0
4,91,No,8,9,73.2
9,53,Yes,9,7,85.5
7,87,No,7,9,89.7
6,94,No,9,2,75.1
5,48,No,8,6,61.0
9,54,Yes,6,2,76.4
2,76,Yes,4,5,62.9
2,89,Yes,8,3,61.8
9,92,No,9,5,82.4
3,59,Yes,8,6,69.0
8,47,Yes,8,7,67.9
9,71,Yes,7,5,83.9
8,86,Yes,9,3,84.5
4,60,No,7,8,66.7
1,96,Yes,9,6,76.9
4,80,Yes,7,8,75.8
9,58,No,7,2,66.7
2,68,Yes,6,4,55.6
3,97,No,8,0,54.5
8,70,No,6,7,75.6
6,93,No,7,0,67.6
8,45,Yes,6,0,60.7
7,43,No,8,6,72.6
5,82,No,8,7,81.7
9,68,No,7,2,77.8
4,81,Yes,8,1,68.9
6,42,No,6,6,61.7
2,40,No,5,9,48.9
2,83,No,8,4,55.2
2,94,Yes,6,0,56.8
7,54,No,6,1,48.9
2,86,No,6,2,51.8
2,60,Yes,8,5,56.3
9,85,Yes,5,0,76.3
7,97,Yes,7,7,87.7
3,70,No,7,1,42.4
3,46,No,8,4,46.1
7,56,No,8,7,71.6
5,95,No,4,4,70.4
6,58,Yes,9,7,78.2
8,78,No,5,5,75.2
9,99,Yes,6,6,93.2
1,42,No,9,7,44.6
3,69,No,6,2,50.7
7,74,No,9,4,80.3
6,97,Yes,7,9,86.1
7,96,Yes,9,6,81.6
8,68,Yes,8,8,87.2
6,89,Yes,5,5,83.0
3,91,No,7,9,76.9
2,93,No,9,0,52.7
7,53,No,5,7,66.7
1,74,No,8,5,55.4
3,67,No,6,0,49.9
4,97,Yes,4,3,63.5
1,69,Yes,5,5,59.5
5,65,No,6,9,68.4
3,46,No,5,0,33.1
2,78,No,5,9,65.1
3,70,No,5,4,47.0
8,44,Yes,8,2,74.9
6,74,No,7,6,75.4
7,89,No,5,7,80.2
6,86,No,8,2,66.5
6,91,No,4,9,80.5
3,53,Yes,7,2,54.1
8,75,No,8,2,72.1
7,66,Yes,4,5,66.1
7,63,Yes,7,5,76.7
6,79,No,8,2,63.4
5,68,No,4,5,61.9
8,92,No,8,8,94.9
5,84,No,4,7,73.0
9,61,No,5,6,77.6
9,47,Yes,5,6,68.0
1,54,Yes,7,7,51.7
6,88,Yes,4,6,75.9
7,44,Yes,5,2,57.3
3,91,Yes,7,7,65.4
7,43,No,6,7,57.7
7,50,No,5,0,62.8
2,57,Yes,5,9,61.9
7,81,No,9,4,77.3
1,88,No,8,4,59.1
5,69,Yes,6,0,67.2
9,54,Yes,4,5,62.7
7,45,Yes,7,5,66.6
7,94,No,6,3,75.4
2,92,Yes,4,5,69.0
8,55,Yes,5,5,73.4
3,86,No,9,0,69.2
8,79,No,7,4,82.2
3,48,Yes,7,1,43.0
7,82,No,6,6,77.1
2,98,Yes,8,8,80.6
4,73,No,4,8,72.5
6,66,Yes,9,8,76.4
9,52,No,9,6,79.1
5,75,No,6,6,58.7
9,66,No,8,0,68.4
5,48,Yes,8,5,70.3
8,44,Yes,8,4,76.2
1,90,Yes,7,7,70.7
7,61,No,4,7,77.8
4,70,No,4,3,52.7
5,42,No,6,0,43.0
6,69,Yes,5,5,67.7
5,60,No,6,9,71.8
1,74,Yes,4,0,56.7
9,45,Yes,7,4,72.8
2,67,Yes,6,4,48.1
9,71,Yes,5,2,68.9
2,81,Yes,9,4,59.5
9,76,No,6,5,76.8
6,64,No,8,4,62.1
9,71,No,5,0,68.5
6,74,No,8,6,67.5
6,61,No,7,2,62.3
2,63,No,4,6,55.1
8,78,Yes,6,4,76.1
3,93,No,6,2,62.4
7,69,Yes,8,5,80.4
5,89,Yes,8,0,72.5
3,71,Yes,4,5,58.5
1,70,Yes,6,3,44.8
8,62,Yes,4,3,68.3
3,79,No,8,4,61.3
2,72,No,9,8,66.0
1,64,No,8,0,36.1
4,75,Yes,5,2,50.9
8,63,No,8,3,61.1
3,70,No,8,1,43.7
1,97,Yes,9,8,65.7
4,78,Yes,4,6,71.3
9,85,No,5,0,74.3
1,52,Yes,5,8,51.0
2,49,Yes,6,5,46.9
9,62,Yes,9,1,65.2
2,57,No,7,0,42.2
3,71,Yes,6,5,62.0
7,72,Yes,6,6,77.5
3,75,Yes,6,9,66.7
9,67,Yes,5,5,75.3
6,55,Yes,4,6,66.6
3,55,No,8,5,50.7
9,57,No,5,7,81.1
1,47,Yes,8,1,47.3
3,81,Yes,8,8,79.5
1,55,No,7,8,52.5
2,94,No,6,8,69.1
8,95,Yes,7,6,92.0
7,50,Yes,6,8,75.9
2,45,No,5,0,39.8
2,40,Yes,8,2,44.8
9,51,Yes,7,1,58.9
6,96,No,9,0,68.3
5,77,No,5,4,63.0
6,67,No,5,0,60.2
9,84,No,9,2,94.1
7,97,Yes,6,5,85.7
9,56,Yes,8,5,82.2
4,40,Yes,6,2,38.3
2,71,Yes,6,3,49.9
8,47,No,5,6,68.1
4,93,No,6,5,59.9
9,79,Yes,4,1,75.3
4,95,Yes,9,8,82.6
8,82,Yes,9,5,87.5
9,85,No,8,1,75.9
9,63,No,9,6,84.8
4,49,No,6,9,65.9
1,86,Yes,6,9,71.6
3,78,Yes,7,3,64.8
9,78,Yes,8,0,80.5
4,49,No,8,9,63.5
5,75,Yes,9,8,77.8
7,64,No,6,9,81.7
5,99,Yes,4,7,75.7
4,89,Yes,7,4,73.6
2,98,No,4,2,58.6
2,96,No,6,3,55.2
4,49,Yes,8,2,47.9
9,58,No,8,9,87.3
8,85,No,4,7,83.1
3,84,No,5,4,61.4
9,54,No,6,7,75.0
5,55,No,8,0,59.2
3,41,Yes,9,8,62.3
5,68,Yes,5,9,79.9
4,43,Yes,8,2,48.9
8,92,Yes,9,0,86.3
5,89,No,8,2,67.5
8,68,Yes,5,1,66.1
9,70,No,4,6,71.4
4,56,Yes,6,9,68.7
7,49,Yes,5,3,55.5
2,66,No,5,6,49.8
6,92,Yes,8,2,70.0
8,80,Yes,9,5,77.0
7,54,Yes,5,6,68.2
7,99,Yes,6,6,84.5
8,83,Yes,4,4,79.9
7,70,Yes,9,5,78.7
5,60,Yes,4,2,59.7
7,99,No,4,3,85.7
3,98,Yes,6,5,77.4
5,97,Yes,8,2,75.5
7,80,Yes,9,6,88.4
9,85,Yes,9,2,92.6
2,84,Yes,6,8,66.1
4,99,Yes,9,3,80.6
7,65,No,5,1,66.5
1,77,Yes,7,5,58.2
2,90,Yes,7,8,74.8
9,75,No,7,9,100.0
7,91,No,4,9,81.8
7,56,Yes,9,1,64.1
6,90,Yes,6,3,77.8
3,42,Yes,9,4,47.4
3,53,No,6,8,56.3
2,88,No,9,6,61.6
6,52,Yes,4,4,49.3
4,80,Yes,5,5,67.7
5,66,No,7,8,63.7
3,40,No,7,3,38.4
6,96,No,9,1,80.0
3,56,No,4,4,47.7
8,87,Yes,7,6,88.1
9,89,No,9,3,84.7
4,73,No,8,0,62.9
9,53,Yes,9,7,94.4
7,93,No,6,4,81.7
3,94,Yes,7,9,66.4
7,98,No,7,1,76.0
1,56,Yes,8,2,39.6
3,42,No,5,9,50.6
6,73,Yes,9,9,87.1
4,79,Yes,5,4,64.6
7,64,No,9,3,62.7
3,41,Yes,8,8,54.4
1,73,Yes,5,8,64.9
9,65,No,4,7,85.4
6,70,Yes,8,1,72.8
8,48,Yes,9,4,64.9
3,69,No,6,7,59.3
8,59,No,6,7,71.0
2,60,Yes,6,6,58.3
4,68,Yes,9,3,62.2
3,98,Yes,7,2,62.1
1,64,Yes,8,7,65.5
7,77,Yes,8,7,81.4
2,97,No,5,9,76.4
4,83,Yes,8,4,67.1
9,64,No,8,2,77.0
6,48,No,5,4,54.1
8,78,No,8,3,72.0
2,83,No,8,7,72.0
7,65,Yes,4,1,58.0
6,96,Yes,9,7,90.4
9,76,Yes,5,9,83.9
7,55,No,4,5,55.6
1,76,No,7,3,58.1
8,51,Yes,5,2,63.6
3,63,No,9,9,66.7
2,65,Yes,8,4,53.9
3,59,No,8,5,52.2
6,48,No,4,0,49.1
3,62,No,4,0,48.4
5,78,No,7,9,81.3
6,68,No,7,2,65.8
8,70,No,9,1,69.9
7,58,No,8,0,62.9
8,59,Yes,6,7,87.3
3,62,Yes,7,0,47.5
4,82,No,8,9,78.6
6,66,No,7,7,78.7
7,69,Yes,5,4,80.4
9,60,No,4,3,68.2
1,83,Yes,8,7,69.9
8,74,Yes,7,7,83.8
8,88,Yes,4,7,87.8
6,46,Yes,6,2,54.2
4,61,Yes,7,7,71.8
3,49,No,8,0,50.5
3,62,No,5,3,42.8
6,54,Yes,4,4,59.1
8,69,No,4,5,68.9
7,73,Yes,5,4,70.6
1,52,No,8,4,43.1
6,99,No,9,4,77.8
7,43,No,6,8,68.1
7,57,No,9,9,73.0
9,95,No,5,9,99.4
5,62,No,6,2,56.8
1,72,No,8,1,41.0
2,73,No,7,9,59.1
4,73,Yes,7,1,62.6
5,75,Yes,9,7,74.5
9,74,No,8,4,88.8
1,56,No,6,4,32.3
3,67,No,9,5,55.5
5,53,Yes,5,8,63.3
3,73,No,9,6,65.0
4,87,No,8,4,72.1
3,50,Yes,8,4,52.5
4,96,Yes,7,9,82.3
1,52,Yes,5,8,47.4
8,72,No,7,8,79.3
4,96,Yes,6,1,62.8
7,94,No,6,6,82.7
2,41,Yes,4,9,41.2
2,73,No,8,0,50.9
6,92,No,5,3,71.6
2,68,No,5,1,43.1
6,76,Yes,7,9,88.6
2,43,No,9,8,56.7
4,51,No,9,5,58.5
7,65,No,7,3,70.3
8,97,Yes,9,2,84.2
3,67,No,5,3,53.8
9,42,No,7,1,64.9
2,59,No,9,4,39.9
8,49,No,4,8,78.4
8,91,Yes,8,5,91.1
4,57,No,4,1,47.9
1,92,Yes,9,5,72.2
1,92,Yes,6,8,67.6
2,92,No,5,3,55.2
9,66,Yes,4,0,68.4
2,70,Yes,4,1,59.8
2,66,Yes,7,4,54.4
6,81,No,7,9,78.7
7,40,Yes,7,6,72.7
7,45,Yes,9,7,62.6
9,50,No,6,2,64.0
6,73,No,4,8,69.0
8,78,Yes,8,1,79.3
6,59,Yes,7,3,64.8
2,92,Yes,6,3,56.3
1,60,No,9,5,54.2
5,60,Yes,6,9,67.4
9,57,No,7,5,74.6
8,60,Yes,5,2,64.4
4,58,Yes,4,8,66.3
5,43,No,7,4,50.9
5,52,Yes,8,1,39.8
6,57,No,4,5,54.2
3,91,Yes,6,2,63.2
5,68,No,8,7,67.4
2,64,No,4,2,48.6
1,95,Yes,8,4,59.4
1,52,No,6,3,42.2
7,66,Yes,7,3,74.4
2,99,No,8,1,61.5
4,58,No,7,7,63.7
5,88,No,6,2,65.0
7,40,Yes,6,3,59.9
2,77,No,8,5,57.4
6,58,No,8,8,73.3
1,91,No,6,3,53.5
7,40,Yes,8,2,58.1
9,79,Yes,8,4,82.8
5,56,No,8,8,66.8
5,60,No,9,0,62.5
4,61,Yes,8,4,60.2
3,54,No,4,3,48.8
9,89,No,6,4,86.7
5,78,No,6,6,70.9
8,87,No,5,6,83.7
9,78,No,7,6,85.3
5,71,No,5,0,50.5
9,88,Yes,8,8,100.0
2,43,No,8,6,53.5
9,83,No,4,3,76.9
4,84,Yes,4,3,62.9
6,71,Yes,4,1,63.2
6,43,Yes,4,5,51.9
6,92,Yes,4,9,80.9
2,40,No,4,2,23.6
7,72,Yes,4,0,61.2
6,46,No,4,4,59.4
1,48,Yes,9,5,47.8
2,40,Yes,4,4,51.0
7,55,Yes,6,4,64.3
1,57,No,4,9,51.2
1,93,Yes,7,7,66.8
1,86,Yes,4,9,53.7
8,45,Yes,9,0,61.1
4,41,No,8,7,52.2
4,48,No,9,6,59.9
2,43,Yes,9,0,47.1
1,84,No,8,8,63.3
9,62,Yes,4,3,73.2
7,93,No,4,6,78.6
4,82,Yes,8,2,70.3
6,84,No,7,7,90.5
2,82,Yes,5,3,63.7
7,90,No,6,1,68.4
2,47,No,8,1,46.7
8,78,Yes,4,7,83.7
8,64,Yes,6,7,85.8
1,55,No,4,0,26.4
8,74,Yes,5,5,77.7
2,56,Yes,5,8,56.8
6,57,Yes,8,8,74.5
1,99,Yes,6,1,58.5
5,66,No,9,7,70.9
7,54,Yes,6,7,70.3
1,99,No,9,3,60.3
2,56,No,5,3,38.8
7,82,Yes,4,4,75.8
6,44,Yes,9,9,72.4
3,55,No,9,6,55.3
2,54,Yes,8,0,36.1
4,81,Yes,7,8,78.6
3,85,No,5,2,59.4
7,73,No,9,3,68.5
8,87,No,5,6,82.8
2,58,Yes,8,4,50.5
7,47,Yes,4,4,63.9
8,86,No,6,0,68.9
6,49,No,5,1,47.6
6,44,Yes,8,4,62.3
1,91,Yes,8,1,54.8
4,87,Yes,8,0,61.4
1,92,No,6,9,64.2
4,65,Yes,5,2,52.3
2,61,Yes,9,0,46.0
5,83,No,8,9,80.8
9,62,Yes,6,7,81.5
3,52,No,4,7,53.8
8,48,Yes,7,7,68.9
3,88,No,5,6,75.6
6,59,No,6,6,65.7
4,67,No,7,1,58.2
8,83,Yes,7,8,93.1
6,96,Yes,6,6,84.0
8,76,Yes,9,4,85.2
1,63,Yes,9,3,52.9
6,83,No,6,7,76.3
1,72,Yes,6,4,64.3
1,59,Yes,8,5,57.7
8,99,No,4,3,71.6
7,87,No,9,1,80.1
3,69,No,8,6,62.5
6,83,No,7,1,74.9
9,48,Yes,7,6,74.6
7,84,No,7,6,68.9
3,88,Yes,6,0,55.9
6,56,Yes,5,9,63.9
4,75,No,8,9,70.6
3,53,No,5,2,40.3
9,58,No,4,2,66.6
2,46,No,4,5,42.7
1,98,No,8,2,61.9
2,42,Yes,7,8,56.1
7,72,No,9,4,84.5
1,83,Yes,4,5,55.7
6,71,No,5,5,69.5
7,86,Yes,5,7,87.8
9,50,Yes,9,9,82.8
8,81,Yes,6,2,70.1
6,41,No,7,8,65.7
3,65,No,6,6,55.5
8,43,No,8,5,71.1
7,56,Yes,4,0,59.6
3,56,Yes,9,3,60.3
9,67,No,9,4,75.9
2,69,No,9,1,47.2
3,79,Yes,6,0,54.6
2,62,Yes,6,1,44.9
1,85,No,8,7,65.8
4,63,No,5,9,71.5
5,68,No,5,5,61.7
6,43,Yes,8,9,64.4
5,77,Yes,9,1,57.0
1,68,No,5,8,47.7
3,58,No,8,7,53.1
1,66,No,5,3,46.7
5,68,No,8,9,74.5
5,95,No,5,6,75.4
6,75,Yes,9,2,75.1
8,74,No,6,5,83.4
1,91,Yes,6,2,54.9
4,45,Yes,9,9,70.2
1,98,Yes,5,2,59.0
9,62,Yes,9,8,81.0
7,78,Yes,8,5,73.3
7,85,Yes,6,7,82.8
5,83,Yes,4,3,66.7
7,87,Yes,5,3,78.2
2,91,No,4,7,62.4
4,47,No,4,6,42.3
7,94,No,7,4,78.8
3,41,No,4,1,25.7
2,52,No,4,5,42.8
2,79,Yes,9,0,57.9
1,96,Yes,7,6,69.5
5,60,Yes,7,8,68.5
6,70,Yes,7,4,72.5
6,91,Yes,8,4,74.8
9,87,No,7,6,85.6
4,75,No,9,4,57.2
1,87,Yes,8,9,68.6
6,91,No,5,3,67.0
5,77,No,8,0,58.3
6,66,No,5,5,63.5
3,75,No,7,8,68.2
2,87,No,7,3,48.5
6,62,Yes,5,9,70.0
1,94,No,6,3,61.0
7,60,No,9,4,75.0
7,52,Yes,8,5,70.6
7,76,Yes,9,2,75.8
1,86,Yes,9,8,64.8
4,65,Yes,4,0,47.1
7,79,Yes,7,5,83.7
9,46,Yes,8,5,68.7
5,85,Yes,9,7,82.7
2,78,Yes,8,4,64.0
7,61,No,9,8,78.6
1,78,Yes,7,8,63.5
7,62,Yes,9,1,67.0
6,97,No,5,4,77.8
7,69,Yes,7,6,78.6
3,57,Yes,8,1,52.8
3,81,Yes,6,6,65.1
7,57,Yes,9,8,78.2
2,85,No,5,7,65.2
1,49,No,7,9,47.1
9,78,Yes,4,8,82.1
9,69,No,7,3,87.0
7,65,No,8,7,78.6
7,46,No,8,8,69.7
3,46,No,4,9,49.4
2,44,No,5,1,29.5
7,40,No,8,9,70.3
9,85,Yes,5,2,79.5
1,57,Yes,5,0,39.0
4,52,No,7,0,38.8
6,64,No,5,9,65.8
7,79,No,9,5,80.9
7,47,Yes,8,0,60.2
2,49,Yes,8,4,54.1
4,71,Yes,6,5,72.7
5,56,Yes,5,8,65.1
1,77,Yes,6,5,59.7
1,54,Yes,7,3,39.4
3,54,No,6,0,28.2
3,96,Yes,5,5,64.5
8,87,Yes,8,6,87.4
9,79,Yes,7,4,95.4
1,90,No,5,5,48.7
2,59,Yes,7,9,65.8
2,54,No,4,7,45.6
4,74,No,5,0,53.6
2,45,Yes,4,7,48.2
7,69,Yes,6,1,61.5
9,96,Yes,5,1,87.5
7,47,No,4,7,65.5
6,70,Yes,9,1,67.4
1,87,No,8,7,65.8
9,86,No,6,4,80.8
5,71,Yes,5,8,62.7
5,84,Yes,5,8,78.2
6,97,Yes,8,7,99.9
9,91,No,8,8,100.0
8,54,Yes,4,6,72.1
8,57,No,4,7,72.7
8,52,Yes,4,5,67.8
1,63,No,7,8,44.0
1,79,Yes,6,1,43.8
8,53,Yes,5,2,63.4
5,67,No,6,1,59.9
9,50,No,8,5,82.7
2,45,Yes,9,2,40.1
9,95,No,6,0,81.8
8,64,No,6,3,57.4
9,40,No,4,4,59.8
4,64,No,8,3,57.5
1,41,Yes,6,5,50.3
1,71,No,5,2,39.3
5,52,Yes,4,9,63.6
2,72,Yes,6,5,62.8
8,71,Yes,8,9,85.7
5,95,No,9,0,66.4
5,63,Yes,5,5,56.0
2,66,Yes,9,7,67.0
7,43,Yes,8,9,67.5
8,63,Yes,8,7,87.5
1,62,Yes,8,0,37.1
2,68,No,9,6,55.9
4,73,Yes,7,9,68.8
5,60,No,5,9,65.6
2,69,Yes,8,3,61.0
1,65,Yes,7,5,49.5
9,59,No,4,5,66.2
1,55,No,7,4,43.9
4,42,Yes,4,9,57.5
2,88,Yes,9,8,78.1
4,76,Yes,7,9,69.3
8,97,Yes,9,7,98.5
8,79,Yes,8,5,90.8
9,83,No,7,3,76.1
5,64,Yes,7,3,63.6
7,62,Yes,8,8,75.2
3,83,No,4,3,61.2
4,98,No,8,6,85.7
9,40,Yes,5,5,62.0
1,72,No,7,1,46.3
2,54,No,5,4,45.9
5,56,No,8,2,56.6
3,73,Yes,9,8,71.1
2,56,Yes,8,9,59.5
1,91,Yes,6,0,44.1
3,97,No,5,9,74.0
1,80,Yes,6,3,57.8
1,83,Yes,5,3,58.7
1,43,No,9,8,51.1
8,52,Yes,6,0,55.9
3,43,No,6,1,32.3
1,46,No,5,0,26.3
7,85,No,8,0,60.9
3,98,No,4,0,43.1
8,48,Yes,8,2,59.5
